Codigo;Decibelios medidos;Fecha/Hora medicion
BI-RUI-020;58.80;2026-01-17 10:43:07.413
BI-RUI-015;63.029;2026-01-17 10:43:59.78
BI-RUI-C010;52.7;2026-01-17 10:44:06.59
BI-RUI-023;63.10;2026-01-17 10:44:36.597
BI-RUI-P006;78.2;2026-01-17 10:45:02.037
BI-RUI-017;60.418;2026-01-17 10:45:19.163
BI-RUI-C011;47.90;2026-01-17 10:45:19.193
BI-RUI-C020;48.20;2026-01-17 10:45:21.74
BI-RUI-004;65.661;2026-01-17 10:45:37.227
BI-RUI-P001;70.7;2026-01-17 10:45:37.51
BI-RUI-006;57.235;2026-01-17 10:45:55.293
BI-RUI-021;55.60;2026-01-17 10:46:02.06
BI-RUI-C001;63.3;2026-01-17 10:46:21.78
BI-RUI-001;60.789;2026-01-17 10:46:23.763
BI-RUI-007;59.766;2026-01-17 10:47:01.987
BI-RUI-C005;56.3;2026-01-17 10:47:21.617
BI-RUI-C021;49.10;2026-01-17 10:47:56.98
BI-RUI-P012;70.7;2026-01-17 10:48:04.26
BI-RUI-C004;56.1;2026-01-17 10:49:20.317
BI-RUI-008;70.943;2026-01-17 10:49:29.82
BI-RUI-P003;69.7;2026-01-17 10:49:34.68
BI-RUI-025;62.20;2026-01-17 10:50:02.197
BI-RUI-010;63.999;2026-01-17 10:50:04.323
BI-RUI-C002;55.1;2026-01-17 10:50:10.307
BI-RUI-C013;60.7;2026-01-17 10:50:14.293
BI-RUI-C008;57.6;2026-01-17 10:50:39.31
BI-RUI-C006;70.8;2026-01-17 10:50:42.14
BI-RUI-P011;67.4;2026-01-17 10:50:54.64
BI-RUI-P004;61.4;2026-01-17 10:50:58.907
BI-RUI-011;63.150;2026-01-17 10:51:02.767
BI-RUI-C018;71.40;2026-01-17 10:51:16.817
BI-RUI-BR8;59.10;2026-01-17 10:51:34.037
BI-RUI-C019;59.30;2026-01-17 10:51:41.333
BI-RUI-P002;33.7;2026-01-17 10:51:45.617
BI-RUI-C024;65.6;2026-01-17 10:52:06.713
BI-RUI-005;66.177;2026-01-17 10:52:59.14
BI-RUI-P005;66.8;2026-01-17 10:54:52.81
BI-RUI-009;64.421;2026-01-17 10:55:30.003
BI-RUI-BR15;67.00;2026-01-17 10:57:19.173
BI-RUI-022;63.40;2026-01-17 10:57:19.44
BI-RUI-C005;58.5;2026-01-17 10:57:21.83
BI-RUI-BR11;59.178;2026-01-17 10:57:30.16
BI-RUI-P010;66.4;2026-01-17 10:57:47.63
BI-RUI-C003;52.40;2026-01-17 10:58:00.913
BI-RUI-020;58.80;2026-01-17 10:58:23.243
BI-RUI-015;61.563;2026-01-17 10:59:03.903
BI-RUI-C010;53.3;2026-01-17 10:59:23.407
BI-RUI-023;64.10;2026-01-17 10:59:48.707
BI-RUI-P006;73.6;2026-01-17 11:00:02.38
BI-RUI-017;63.501;2026-01-17 11:00:36.37
BI-RUI-019;68.487;2026-01-17 11:00:36.37
BI-RUI-P001;64.3;2026-01-17 11:00:38.027
BI-RUI-004;68.445;2026-01-17 11:00:41.68
BI-RUI-C011;46.40;2026-01-17 11:00:46.197
BI-RUI-C020;58.10;2026-01-17 11:00:50.543
BI-RUI-006;54.170;2026-01-17 11:01:14.547
BI-RUI-021;55.00;2026-01-17 11:01:17.687
BI-RUI-001;60.466;2026-01-17 11:01:23.453
BI-RUI-C001;67.2;2026-01-17 11:01:36.47
BI-RUI-007;59.765;2026-01-17 11:02:03.957
BI-RUI-C011;51.20;2026-01-17 11:02:18.867
BI-RUI-C020;51.70;2026-01-17 11:02:27.883
BI-RUI-C005;58.8;2026-01-17 11:02:33.227
BI-RUI-C021;49.60;2026-01-17 11:03:12.967
BI-RUI-P007;66.3;2026-01-17 11:03:39.22
BI-RUI-008;67.311;2026-01-17 11:04:18.427
BI-RUI-P003;64.0;2026-01-17 11:04:35.227
BI-RUI-C004;61.0;2026-01-17 11:04:36.99
BI-RUI-010;61.434;2026-01-17 11:04:52.68
BI-RUI-P014;64.7;2026-01-17 11:05:00.01
BI-RUI-025;62.30;2026-01-17 11:05:18.73
BI-RUI-C002;57.5;2026-01-17 11:05:30.2
BI-RUI-C013;60.6;2026-01-17 11:05:31.53
BI-RUI-P011;66.7;2026-01-17 11:05:54.767
BI-RUI-C006;70.7;2026-01-17 11:05:58.453
BI-RUI-011;67.228;2026-01-17 11:06:08.94
BI-RUI-C008;55.3;2026-01-17 11:06:17.207
BI-RUI-C018;58.20;2026-01-17 11:06:39.537
BI-RUI-P002;32.0;2026-01-17 11:06:45.867
BI-RUI-BR8;59.20;2026-01-17 11:06:55.413
BI-RUI-C019;51.80;2026-01-17 11:06:58.603
BI-RUI-P009;65.8;2026-01-17 11:07:03.417
BI-RUI-C024;66.7;2026-01-17 11:07:28.717
BI-RUI-005;64.379;2026-01-17 11:08:01.907
BI-RUI-P013;69.6;2026-01-17 11:10:29.66
BI-RUI-009;64.959;2026-01-17 11:10:46.71
BI-RUI-BR11;63.128;2026-01-17 11:12:14.157
BI-RUI-BR15;71.80;2026-01-17 11:12:26.597
BI-RUI-022;67.50;2026-01-17 11:12:35.77
BI-RUI-C005;59.0;2026-01-17 11:12:37.847
BI-RUI-P010;67.3;2026-01-17 11:12:47.897
BI-RUI-C003;52.60;2026-01-17 11:13:13.15
BI-RUI-020;59.80;2026-01-17 11:13:39.48
BI-RUI-015;75.120;2026-01-17 11:14:01.607
BI-RUI-C010;52.1;2026-01-17 11:14:46.19
BI-RUI-023;64.10;2026-01-17 11:14:55.55
BI-RUI-017;59.828;2026-01-17 11:15:18.977
BI-RUI-019;67.801;2026-01-17 11:15:26.15
BI-RUI-P001;63.5;2026-01-17 11:15:38.307
BI-RUI-004;67.096;2026-01-17 11:15:44.48
BI-RUI-006;69.299;2026-01-17 11:15:58.28
BI-RUI-021;57.00;2026-01-17 11:16:27.483
BI-RUI-001;61.193;2026-01-17 11:16:29.627
BI-RUI-C001;62.2;2026-01-17 11:16:58.94
BI-RUI-007;59.100;2026-01-17 11:17:03.63
BI-RUI-C005;57.8;2026-01-17 11:17:49.277
BI-RUI-C011;45.20;2026-01-17 11:17:58.107
BI-RUI-C020;52.00;2026-01-17 11:17:59.933
BI-RUI-P012;68.7;2026-01-17 11:18:04.42
BI-RUI-C021;51.60;2026-01-17 11:18:30.39
BI-RUI-P007;66.5;2026-01-17 11:18:39.563
BI-RUI-008;59.365;2026-01-17 11:19:30.133
BI-RUI-010;88.370;2026-01-17 11:19:43.21
BI-RUI-C004;56.3;2026-01-17 11:19:58.933
BI-RUI-P014;66.4;2026-01-17 11:20:00.34
BI-RUI-025;62.60;2026-01-17 11:20:40.89
BI-RUI-C002;54.7;2026-01-17 11:20:46.703
BI-RUI-C013;59.5;2026-01-17 11:20:47.033
BI-RUI-P011;67.8;2026-01-17 11:20:54.877
BI-RUI-P004;59.7;2026-01-17 11:20:59.97
BI-RUI-011;59.399;2026-01-17 11:21:01.783
BI-RUI-C006;71.0;2026-01-17 11:21:15.863
BI-RUI-C008;57.8;2026-01-17 11:21:34.117
BI-RUI-P002;32.0;2026-01-17 11:21:46.163
BI-RUI-C018;56.20;2026-01-17 11:21:56.73
BI-RUI-P009;66.5;2026-01-17 11:22:03.527
BI-RUI-BR8;58.80;2026-01-17 11:22:21.84
BI-RUI-C019;48.30;2026-01-17 11:22:24.543
BI-RUI-C024;66.5;2026-01-17 11:22:45.327
BI-RUI-005;61.360;2026-01-17 11:22:57.86
BI-RUI-P005;67.1;2026-01-17 11:24:53.313
BI-RUI-P013;69.9;2026-01-17 11:25:29.893
BI-RUI-009;77.192;2026-01-17 11:25:47.18
BI-RUI-BR11;61.513;2026-01-17 11:27:14.22
BI-RUI-P010;66.7;2026-01-17 11:27:48.02
BI-RUI-BR15;67.20;2026-01-17 11:27:49.38
BI-RUI-C005;59.0;2026-01-17 11:27:54.13
BI-RUI-022;66.70;2026-01-17 11:27:56.32
BI-RUI-C003;53.10;2026-01-17 11:28:30.79
BI-RUI-020;58.70;2026-01-17 11:28:51.09
BI-RUI-015;60.306;2026-01-17 11:29:00.343
BI-RUI-P006;74.5;2026-01-17 11:30:02.897
BI-RUI-C010;55.4;2026-01-17 11:30:03.71
BI-RUI-023;66.90;2026-01-17 11:30:12.087
BI-RUI-017;58.713;2026-01-17 11:30:24.523
BI-RUI-019;67.936;2026-01-17 11:30:30.103
BI-RUI-004;67.528;2026-01-17 11:30:36.59
BI-RUI-P001;66.0;2026-01-17 11:30:38.37
BI-RUI-006;58.570;2026-01-17 11:31:16.28
BI-RUI-001;60.753;2026-01-17 11:31:17.907
BI-RUI-021;58.10;2026-01-17 11:31:43.987
BI-RUI-007;60.326;2026-01-17 11:32:04.46
BI-RUI-C001;63.3;2026-01-17 11:32:20.65
BI-RUI-P012;69.1;2026-01-17 11:33:04.577
BI-RUI-C005;57.6;2026-01-17 11:33:06.95
BI-RUI-C011;46.80;2026-01-17 11:33:25.687
BI-RUI-C020;48.30;2026-01-17 11:33:30.03
BI-RUI-P007;66.6;2026-01-17 11:33:39.8
BI-RUI-C021;56.90;2026-01-17 11:33:44.847
BI-RUI-008;58.389;2026-01-17 11:34:20.443
BI-RUI-P003;67.1;2026-01-17 11:34:36.087
BI-RUI-010;63.718;2026-01-17 11:34:42.18
BI-RUI-P014;65.0;2026-01-17 11:35:00.51
BI-RUI-C004;57.5;2026-01-17 11:35:21.077
BI-RUI-P011;68.1;2026-01-17 11:35:54.94
BI-RUI-025;62.90;2026-01-17 11:35:59.83
BI-RUI-P004;63.7;2026-01-17 11:36:00.55
BI-RUI-011;60.764;2026-01-17 11:36:00.613
BI-RUI-C002;55.5;2026-01-17 11:36:02.69
BI-RUI-C013;62.5;2026-01-17 11:36:06.003
BI-RUI-C006;70.4;2026-01-17 11:36:38.913
BI-RUI-P002;32.3;2026-01-17 11:36:49.213
BI-RUI-C008;59.0;2026-01-17 11:36:51.01
BI-RUI-P009;67.6;2026-01-17 11:37:03.7
BI-RUI-C018;55.30;2026-01-17 11:37:19.467
BI-RUI-BR8;61.60;2026-01-17 11:37:45.437
BI-RUI-C019;45.50;2026-01-17 11:37:52.203
BI-RUI-C024;65.0;2026-01-17 11:38:01.61
BI-RUI-005;62.907;2026-01-17 11:38:08.91
BI-RUI-P005;66.6;2026-01-17 11:39:53.313
BI-RUI-P013;67.8;2026-01-17 11:40:30.52
BI-RUI-009;68.375;2026-01-17 11:40:38.38
BI-RUI-BR11;60.754;2026-01-17 11:42:18.957
BI-RUI-P010;69.6;2026-01-17 11:42:48.38
BI-RUI-C005;58.5;2026-01-17 11:43:04.553
BI-RUI-BR15;67.60;2026-01-17 11:43:08.913
BI-RUI-022;66.60;2026-01-17 11:43:15.523
BI-RUI-C003;52.50;2026-01-17 11:43:48.043
BI-RUI-020;59.70;2026-01-17 11:44:07.47
BI-RUI-015;60.218;2026-01-17 11:44:12.157
BI-RUI-P006;74.6;2026-01-17 11:45:03.13
BI-RUI-019;67.993;2026-01-17 11:45:25.243
BI-RUI-023;64.90;2026-01-17 11:45:34.713
BI-RUI-P001;67.2;2026-01-17 11:45:38.793
BI-RUI-017;75.889;2026-01-17 11:45:39.167
BI-RUI-C010;54.3;2026-01-17 11:45:45.42
BI-RUI-004;68.998;2026-01-17 11:45:46.997
BI-RUI-006;58.394;2026-01-17 11:46:05.17
BI-RUI-001;62.922;2026-01-17 11:46:17.22
BI-RUI-021;56.60;2026-01-17 11:47:00.96
BI-RUI-007;60.117;2026-01-17 11:47:03.443
BI-RUI-C001;66.2;2026-01-17 11:47:42.62
BI-RUI-P012;69.4;2026-01-17 11:48:04.78
BI-RUI-C005;62.0;2026-01-17 11:48:23.063
BI-RUI-C011;46.90;2026-01-17 11:48:50.613
BI-RUI-C021;54.30;2026-01-17 11:48:55.02
BI-RUI-C020;49.80;2026-01-17 11:48:58.473
BI-RUI-008;59.594;2026-01-17 11:49:24.133
BI-RUI-P003;66.6;2026-01-17 11:49:36.557
BI-RUI-010;62.129;2026-01-17 11:49:45.73
BI-RUI-C004;59.5;2026-01-17 11:50:43.3
BI-RUI-P011;68.3;2026-01-17 11:50:54.957
BI-RUI-P004;64.0;2026-01-17 11:51:01.13
BI-RUI-011;61.681;2026-01-17 11:51:08.317
BI-RUI-C013;61.2;2026-01-17 11:51:13.38
BI-RUI-025;62.40;2026-01-17 11:51:16.49
BI-RUI-C002;56.1;2026-01-17 11:51:19.07
BI-RUI-P002;32.5;2026-01-17 11:51:46.587
BI-RUI-C006;71.5;2026-01-17 11:52:01.183
BI-RUI-C008;57.0;2026-01-17 11:52:08.153
BI-RUI-C018;55.00;2026-01-17 11:52:36.39
BI-RUI-005;62.857;2026-01-17 11:53:01.97
BI-RUI-C019;49.10;2026-01-17 11:53:12.083
BI-RUI-BR8;59.90;2026-01-17 11:53:13.19
BI-RUI-C024;68.0;2026-01-17 11:53:13.287
BI-RUI-P005;67.2;2026-01-17 11:54:53.89
BI-RUI-009;65.457;2026-01-17 11:55:38.303
BI-RUI-BR11;61.714;2026-01-17 11:57:26.3
BI-RUI-P010;67.0;2026-01-17 11:57:48.977
BI-RUI-C005;60.1;2026-01-17 11:58:20.963
BI-RUI-BR15;67.70;2026-01-17 11:58:25.603
BI-RUI-022;66.20;2026-01-17 11:58:31.777
BI-RUI-C003;52.40;2026-01-17 11:59:05.61
BI-RUI-015;60.875;2026-01-17 11:59:08.377
BI-RUI-020;61.10;2026-01-17 11:59:25.66
BI-RUI-P006;74.0;2026-01-17 12:00:03.65
BI-RUI-P001;66.5;2026-01-17 12:00:40.497
BI-RUI-017;61.023;2026-01-17 12:00:40.497
BI-RUI-019;69.470;2026-01-17 12:00:40.497
BI-RUI-004;71.457;2026-01-17 12:00:40.497
BI-RUI-023;64.80;2026-01-17 12:00:51.467
BI-RUI-C010;54.3;2026-01-17 12:01:02.687
BI-RUI-006;54.452;2026-01-17 12:01:07.843
BI-RUI-001;60.984;2026-01-17 12:01:15.5
BI-RUI-007;60.864;2026-01-17 12:02:01.553
BI-RUI-021;59.80;2026-01-17 12:02:17.85
BI-RUI-023;54.70;2026-01-17 12:02:28.277
BI-RUI-C001;66.3;2026-01-17 12:03:10.907
BI-RUI-P007;66.8;2026-01-17 12:03:40.363
BI-RUI-C005;59.9;2026-01-17 12:03:42.533
BI-RUI-C021;58.20;2026-01-17 12:04:11.74
BI-RUI-C011;47.20;2026-01-17 12:04:23.21
BI-RUI-C020;51.30;2026-01-17 12:04:26.603
BI-RUI-008;58.966;2026-01-17 12:04:28.4
BI-RUI-P003;69.7;2026-01-17 12:04:37.133
BI-RUI-P014;65.1;2026-01-17 12:05:01.357
BI-RUI-010;64.253;2026-01-17 12:05:03.09
BI-RUI-P011;68.4;2026-01-17 12:05:55.067
BI-RUI-011;61.479;2026-01-17 12:06:03.067
BI-RUI-C004;59.7;2026-01-17 12:06:06.067
BI-RUI-C013;61.6;2026-01-17 12:06:28.71
BI-RUI-025;63.10;2026-01-17 12:06:34.697
BI-RUI-C002;56.4;2026-01-17 12:06:38.133
BI-RUI-P002;32.7;2026-01-17 12:06:46.823
BI-RUI-P009;66.4;2026-01-17 12:07:03.87
BI-RUI-C008;58.6;2026-01-17 12:07:15.793
BI-RUI-C006;70.8;2026-01-17 12:07:18.543
BI-RUI-C018;57.70;2026-01-17 12:07:53.267
BI-RUI-005;62.621;2026-01-17 12:08:01.003
BI-RUI-C024;66.7;2026-01-17 12:08:29.897
BI-RUI-BR8;58.90;2026-01-17 12:08:30.46
BI-RUI-C019;49.90;2026-01-17 12:08:39.367
BI-RUI-P013;68.0;2026-01-17 12:10:30.583
BI-RUI-009;64.278;2026-01-17 12:10:40.32
BI-RUI-BR11;61.891;2026-01-17 12:12:13.94
BI-RUI-P010;68.1;2026-01-17 12:12:49.147
BI-RUI-C005;59.3;2026-01-17 12:13:37.013
BI-RUI-022;66.00;2026-01-17 12:13:39.64
BI-RUI-BR15;66.80;2026-01-17 12:13:48.717
BI-RUI-015;62.384;2026-01-17 12:14:12.25
BI-RUI-C003;53.70;2026-01-17 12:14:27.927
BI-RUI-020;59.00;2026-01-17 12:14:42.677
BI-RUI-017;62.093;2026-01-17 12:15:27.34
BI-RUI-P001;66.9;2026-01-17 12:15:38.95
BI-RUI-004;67.534;2026-01-17 12:15:40.23
BI-RUI-006;57.494;2026-01-17 12:16:15.033
BI-RUI-001;60.775;2026-01-17 12:16:17.423
BI-RUI-C010;52.9;2026-01-17 12:16:22.44
BI-RUI-007;60.198;2026-01-17 12:17:14.087
BI-RUI-021;57.50;2026-01-17 12:17:27.68
BI-RUI-023;66.00;2026-01-17 12:17:44.683
BI-RUI-P012;69.1;2026-01-17 12:18:05.547
BI-RUI-C001;67.2;2026-01-17 12:18:33.58
BI-RUI-P007;68.5;2026-01-17 12:18:40.487
BI-RUI-C005;59.3;2026-01-17 12:18:53.91
BI-RUI-C021;57.70;2026-01-17 12:19:29.04
BI-RUI-008;58.500;2026-01-17 12:19:30.837
BI-RUI-010;67.136;2026-01-17 12:19:44.73
BI-RUI-C011;54.30;2026-01-17 12:19:50.713
BI-RUI-C020;55.50;2026-01-17 12:19:53.12
BI-RUI-P014;64.6;2026-01-17 12:20:01.56
BI-RUI-P011;67.9;2026-01-17 12:20:55.207
BI-RUI-011;61.865;2026-01-17 12:21:01.693
BI-RUI-P004;64.2;2026-01-17 12:21:02.193
BI-RUI-C004;59.9;2026-01-17 12:21:23.477
BI-RUI-P002;32.8;2026-01-17 12:21:47.353
BI-RUI-025;63.30;2026-01-17 12:21:52.417
BI-RUI-C002;58.5;2026-01-17 12:21:57.45
BI-RUI-C013;63.2;2026-01-17 12:22:03.23
BI-RUI-P009;66.9;2026-01-17 12:22:03.92
BI-RUI-C008;59.5;2026-01-17 12:22:31.937
BI-RUI-C006;72.0;2026-01-17 12:22:38.64
BI-RUI-C018;63.80;2026-01-17 12:23:04.113
BI-RUI-005;62.742;2026-01-17 12:23:08.817
BI-RUI-C024;67.6;2026-01-17 12:23:40.603
BI-RUI-C019;55.50;2026-01-17 12:23:55.603
BI-RUI-BR8;60.60;2026-01-17 12:24:03.09
BI-RUI-P005;66.9;2026-01-17 12:24:54.893
BI-RUI-P013;68.2;2026-01-17 12:25:30.71
BI-RUI-009;65.908;2026-01-17 12:25:35.99
BI-RUI-BR11;63.048;2026-01-17 12:27:24.397
BI-RUI-P010;67.1;2026-01-17 12:27:49.43
BI-RUI-C005;60.3;2026-01-17 12:28:54.453
BI-RUI-022;66.40;2026-01-17 12:29:01.61
BI-RUI-015;61.404;2026-01-17 12:29:02.157
BI-RUI-BR15;66.80;2026-01-17 12:29:09.313
BI-RUI-C003;53.30;2026-01-17 12:29:44.553
BI-RUI-020;59.10;2026-01-17 12:30:01.087
BI-RUI-P006;74.2;2026-01-17 12:30:04.243
BI-RUI-017;61.052;2026-01-17 12:30:20.963
BI-RUI-019;67.911;2026-01-17 12:30:23.59
BI-RUI-P001;70.8;2026-01-17 12:30:39.03
BI-RUI-004;67.928;2026-01-17 12:30:39.73
BI-RUI-006;56.010;2026-01-17 12:30:55.89
BI-RUI-001;60.748;2026-01-17 12:31:14.377
BI-RUI-C010;54.0;2026-01-17 12:31:40.99
BI-RUI-007;61.555;2026-01-17 12:32:11.163
BI-RUI-021;65.10;2026-01-17 12:32:45.217
BI-RUI-023;66.80;2026-01-17 12:32:55.547
BI-RUI-P012;71.0;2026-01-17 12:33:05.92
BI-RUI-P007;67.3;2026-01-17 12:33:40.613
BI-RUI-C001;68.2;2026-01-17 12:33:56.27
BI-RUI-C005;61.6;2026-01-17 12:34:10.163
BI-RUI-008;59.655;2026-01-17 12:34:20.82
BI-RUI-P003;73.4;2026-01-17 12:34:38.167
BI-RUI-C021;62.20;2026-01-17 12:34:45.98
BI-RUI-010;74.387;2026-01-17 12:34:52.153
BI-RUI-P014;65.9;2026-01-17 12:35:02.17
BI-RUI-C011;46.20;2026-01-17 12:35:17.297
BI-RUI-C020;57.90;2026-01-17 12:35:18.517
BI-RUI-P011;70.6;2026-01-17 12:35:55.503
BI-RUI-011;63.235;2026-01-17 12:36:00.973
BI-RUI-P004;66.5;2026-01-17 12:36:02.74
BI-RUI-C004;62.7;2026-01-17 12:36:34.853
BI-RUI-P002;33.5;2026-01-17 12:36:47.4
BI-RUI-025;63.60;2026-01-17 12:37:02.92
BI-RUI-P009;66.4;2026-01-17 12:37:04.31
BI-RUI-C002;60.5;2026-01-17 12:37:13.03
BI-RUI-C013;63.1;2026-01-17 12:37:19.67
BI-RUI-C008;58.9;2026-01-17 12:37:49.003
BI-RUI-C006;73.3;2026-01-17 12:37:55.003
BI-RUI-005;63.122;2026-01-17 12:38:00.253
BI-RUI-C018;68.00;2026-01-17 12:38:20.273
BI-RUI-C024;66.4;2026-01-17 12:38:56.963
BI-RUI-C019;57.60;2026-01-17 12:39:22.17
BI-RUI-BR8;66.00;2026-01-17 12:39:29.72
BI-RUI-P005;68.8;2026-01-17 12:39:55.16
BI-RUI-P013;69.2;2026-01-17 12:40:31.18
BI-RUI-009;67.456;2026-01-17 12:40:35.553
BI-RUI-BR11;64.272;2026-01-17 12:42:24.16
BI-RUI-P010;68.3;2026-01-17 12:42:49.807
BI-RUI-015;62.394;2026-01-17 12:44:00.877
BI-RUI-C005;61.3;2026-01-17 12:44:11.127
BI-RUI-022;67.00;2026-01-17 12:44:18.347
BI-RUI-BR15;68.80;2026-01-17 12:44:26.253
BI-RUI-C003;54.80;2026-01-17 12:45:01.18
BI-RUI-P006;76.0;2026-01-17 12:45:04.32
BI-RUI-020;59.80;2026-01-17 12:45:17.51
BI-RUI-017;62.402;2026-01-17 12:45:22.073
BI-RUI-019;69.059;2026-01-17 12:45:32.403
BI-RUI-004;68.238;2026-01-17 12:45:35.467
BI-RUI-P001;76.0;2026-01-17 12:45:39.217
BI-RUI-006;58.034;2026-01-17 12:46:05.33
BI-RUI-001;60.806;2026-01-17 12:46:12.41
BI-RUI-C010;56.0;2026-01-17 12:46:57.71
BI-RUI-007;62.051;2026-01-17 12:47:11.37
BI-RUI-021;60.50;2026-01-17 12:47:54.077
BI-RUI-P012;74.6;2026-01-17 12:48:06.33
BI-RUI-023;66.90;2026-01-17 12:48:17.283
BI-RUI-C001;70.7;2026-01-17 12:49:19.01
BI-RUI-C005;62.9;2026-01-17 12:49:25.557
BI-RUI-008;61.794;2026-01-17 12:49:29.12
BI-RUI-P003;74.9;2026-01-17 12:49:38.34
BI-RUI-010;75.508;2026-01-17 12:49:49.513
BI-RUI-C021;64.40;2026-01-17 12:49:52.997
BI-RUI-C011;52.30;2026-01-17 12:50:44.88
BI-RUI-C020;62.80;2026-01-17 12:50:45.05
BI-RUI-P011;71.6;2026-01-17 12:50:55.973
BI-RUI-011;66.539;2026-01-17 12:50:59.07
BI-RUI-P004;71.4;2026-01-17 12:51:03.287
BI-RUI-P002;35.0;2026-01-17 12:51:47.45
BI-RUI-C004;63.6;2026-01-17 12:51:53.37
BI-RUI-025;65.70;2026-01-17 12:52:25.343
BI-RUI-C002;59.5;2026-01-17 12:52:35.597
BI-RUI-C013;62.9;2026-01-17 12:52:35.877
BI-RUI-C008;66.1;2026-01-17 12:53:04.91
BI-RUI-005;65.754;2026-01-17 12:53:16.99
BI-RUI-C006;74.8;2026-01-17 12:53:17.18
BI-RUI-C018;84.50;2026-01-17 12:53:37.07
BI-RUI-C024;69.5;2026-01-17 12:54:13.45
BI-RUI-C019;62.90;2026-01-17 12:54:49.127
BI-RUI-P005;72.3;2026-01-17 12:54:55.27
BI-RUI-BR8;69.70;2026-01-17 12:54:56.05
BI-RUI-009;69.153;2026-01-17 12:55:47.243
BI-RUI-BR11;66.340;2026-01-17 12:57:14.91
BI-RUI-P010;70.4;2026-01-17 12:57:50.32
BI-RUI-015;63.041;2026-01-17 12:59:09.317
BI-RUI-C005;63.6;2026-01-17 12:59:29.21
BI-RUI-022;68.10;2026-01-17 12:59:34.367
BI-RUI-BR15;69.80;2026-01-17 12:59:40.367
BI-RUI-P006;76.8;2026-01-17 13:00:04.54
BI-RUI-P001;78.3;2026-01-17 13:00:40.577
BI-RUI-C003;57.10;2026-01-17 13:00:40.577
BI-RUI-020;62.40;2026-01-17 13:00:40.577
BI-RUI-019;71.594;2026-01-17 13:00:40.577
BI-RUI-017;62.754;2026-01-17 13:00:40.577
BI-RUI-004;69.378;2026-01-17 13:00:47.86
BI-RUI-006;64.850;2026-01-17 13:00:58.547
BI-RUI-001;63.749;2026-01-17 13:01:12.987
BI-RUI-C003;57.20;2026-01-17 13:01:53.93
BI-RUI-007;63.960;2026-01-17 13:02:03.79
BI-RUI-C010;58.3;2026-01-17 13:02:14.307
BI-RUI-020;64.90;2026-01-17 13:02:14.62
BI-RUI-021;64.10;2026-01-17 13:03:11.643
BI-RUI-023;72.50;2026-01-17 13:03:40.613
BI-RUI-P007;73.9;2026-01-17 13:03:41.317
BI-RUI-008;61.101;2026-01-17 13:04:21.18
BI-RUI-C001;70.8;2026-01-17 13:04:31.31
BI-RUI-C005;64.0;2026-01-17 13:04:32.45
BI-RUI-P003;76.7;2026-01-17 13:04:38.59
BI-RUI-010;76.729;2026-01-17 13:04:42.2
BI-RUI-P014;71.1;2026-01-17 13:05:03.28
BI-RUI-C021;72.50;2026-01-17 13:05:09.47
BI-RUI-P011;73.0;2026-01-17 13:05:56.413
BI-RUI-011;63.518;2026-01-17 13:05:58.913
BI-RUI-C020;61.00;2026-01-17 13:06:01.74
BI-RUI-C011;48.70;2026-01-17 13:06:02.413
BI-RUI-P002;35.7;2026-01-17 13:06:47.637
BI-RUI-C004;65.7;2026-01-17 13:07:04.217
BI-RUI-P009;69.9;2026-01-17 13:07:05.03
BI-RUI-025;65.60;2026-01-17 13:07:42.13
BI-RUI-C002;61.7;2026-01-17 13:07:43.033
BI-RUI-C013;64.5;2026-01-17 13:07:51.69
BI-RUI-005;64.532;2026-01-17 13:07:59.757
BI-RUI-C008;64.1;2026-01-17 13:08:27.37
BI-RUI-C006;75.7;2026-01-17 13:08:35.557
BI-RUI-C018;72.70;2026-01-17 13:08:44.777
BI-RUI-C024;71.0;2026-01-17 13:09:28.14
BI-RUI-C019;61.20;2026-01-17 13:10:21.773
BI-RUI-BR8;64.10;2026-01-17 13:10:22.273
BI-RUI-P013;71.1;2026-01-17 13:10:31.807
BI-RUI-009;68.778;2026-01-17 13:10:38.477
BI-RUI-BR11;66.289;2026-01-17 13:12:14.943
BI-RUI-P010;72.5;2026-01-17 13:12:50.62
BI-RUI-015;65.222;2026-01-17 13:14:01.987
BI-RUI-C005;63.3;2026-01-17 13:14:39.303
BI-RUI-022;69.90;2026-01-17 13:14:41.633
BI-RUI-BR15;71.20;2026-01-17 13:14:57.573
BI-RUI-017;62.609;2026-01-17 13:15:21.433
BI-RUI-019;71.841;2026-01-17 13:15:26.45
BI-RUI-004;70.319;2026-01-17 13:15:39.013
BI-RUI-P001;79.1;2026-01-17 13:15:39.907
BI-RUI-006;61.508;2026-01-17 13:15:55.767
BI-RUI-001;62.564;2026-01-17 13:16:18.067
BI-RUI-007;66.980;2026-01-17 13:17:11.433
BI-RUI-C003;57.80;2026-01-17 13:17:15.59
BI-RUI-020;62.80;2026-01-17 13:17:22.323
BI-RUI-C010;60.4;2026-01-17 13:17:37.39
BI-RUI-P012;75.0;2026-01-17 13:18:07.283
BI-RUI-021;66.60;2026-01-17 13:18:28.41
BI-RUI-P007;74.4;2026-01-17 13:18:41.867
BI-RUI-023;78.10;2026-01-17 13:18:51.943
BI-RUI-008;59.333;2026-01-17 13:19:22.277
BI-RUI-010;68.655;2026-01-17 13:19:43.42
BI-RUI-C005;64.3;2026-01-17 13:19:48.56
BI-RUI-C001;71.4;2026-01-17 13:19:53.92
BI-RUI-P014;61.9;2026-01-17 13:20:03.61
